"SRR1382274"	"SRR1382275"	"SRR1382276"	"SRR1382277"	"SRR1382278"	"SRR1382279"	"SRR1382280"	"SRR1382281"	"SRR1382282"
0	3	0	0	0	0	0	1	0
166	226	149	309	150	184	283	153	149
4	1	0	1	0	0	1	0	0
0	46	39	12	24	62	142	10	30
41	52	81	143	108	127	62	125	145
0	0	2	0	0	3	1	0	0
9	63	41	11	94	85	42	97	71
197	69	110	88	145	143	163	48	213
270	140	170	252	248	440	318	202	227
0	0	0	0	2	0	0	0	0
7	5	6	7	5	5	0	5	5
140	91	77	269	79	98	265	86	58
154	72	83	127	135	161	108	62	151
11	6	7	16	27	22	40	17	9
0	0	0	0	1	0	1	0	0
0	0	1	0	0	0	3	0	0
8	10	1	1	5	5	12	2	5
0	17	10	39	7	207	51	8	20
32	32	35	35	69	63	42	29	27
318	262	452	509	875	865	514	630	601
8	10	13	32	24	31	37	8	28
47	34	32	31	69	56	37	20	37
0	0	0	0	1	0	7	0	0
241	141	97	193	225	143	226	253	250
179	305	220	254	523	460	313	237	269
0	4	3	12	6	6	5	12	0
7	21	11	8	38	25	19	30	24
5	4	6	3	5	8	5	4	6
16	9	18	9	3	17	11	6	2
137	130	162	202	406	549	261	135	234
0	0	0	21	7	1	4	0	0
67	97	113	105	162	187	195	82	147
6	20	28	10	28	72	33	18	32
7	6	16	11	22	8	0	24	18
37	70	14	37	52	56	45	29	24
0	0	1	0	1	1	2	0	0
19	52	22	18	37	58	42	13	21
87	61	74	82	131	215	154	84	159
11	11	6	3	12	4	10	3	8
106	58	159	132	130	157	122	80	121
146	193	96	139	238	187	154	125	108
73	138	47	48	107	127	136	98	37
0	30	27	9	19	4	74	4	0
0	7	3	1	5	24	17	0	1
94	58	68	82	88	58	107	68	88
306	157	158	210	408	302	270	151	258
0	4	2	16	3	5	28	1	2
838	821	526	763	877	1209	1163	507	1088
2	0	2	1	0	3	1	3	0
46	145	29	50	45	29	74	28	25
45	66	22	35	66	67	73	41	38
0	1	2	0	2	0	23	8	1
37	57	77	106	101	31	105	7	125
57	61	56	112	279	71	129	12	62
17	35	10	11	32	18	22	18	21
1	12	16	29	11	25	34	8	26
225	356	193	181	428	401	425	197	269
25	4	6	8	4	8	27	12	22
42	16	2	14	7	12	33	4	4
3909	255	170	759	639	901	309	358	327
2	2	3	2	1	0	0	0	0
3	6	1	0	3	3	0	8	4
9	13	1	8	5	4	12	2	7
2	1	0	0	1	1	3	0	1
6	6	8	0	5	6	6	14	3
90	40	23	22	46	61	24	17	26
0	4	0	0	0	0	0	0	0
0	34	3	7	18	0	7	1	0
0	3	8	0	11	158	0	0	93
119	119	107	216	217	364	276	114	167
239	199	86	155	169	186	199	90	151
4678	2310	2324	2550	2348	4176	3060	1341	2513
166	151	91	76	249	138	82	99	100
0	9	3	11	5	10	11	20	17
16	27	11	11	50	27	64	28	31
20	17	7	27	18	15	23	1	2
0	1	0	0	0	0	0	0	1
36	41	54	38	48	42	68	72	66
17	18	15	19	19	38	27	12	20
334	444	493	458	1064	969	550	663	591
30	71	9	71	14	114	35	22	15
531	732	806	408	1318	948	512	775	509
26	26	20	26	23	32	35	22	28
109	105	39	48	135	59	149	90	73
13	20	11	25	23	6	11	10	14
1	5	10	3	3	0	1	0	0
3	3	1	2	2	0	2	0	1
24	67	71	59	113	108	127	107	126
0	0	0	0	0	1	2	0	0
21	183	198	472	82	318	121	59	30
6	3	5	2	0	2	0	0	0
4	7	4	7	15	7	0	1	10
25	15	2	16	15	36	14	7	13
74	98	46	62	115	112	112	28	99
135	194	118	107	140	176	259	95	126
187	250	156	217	241	214	203	115	197
3	6	2	5	17	6	13	3	3
17	54	48	25	46	8	11	49	122
6	0	1	3	3	3	0	7	1
17	16	47	73	10	72	52	36	53
0	1	3	52	4	14	3	3	2
55	30	78	99	182	117	72	120	129
19	46	52	84	98	107	70	57	115
2	0	0	0	0	4	5	0	0
34	109	52	27	77	147	83	33	30
53	38	36	10	46	27	12	3	9
0	5	0	1	5	0	1	8	2
15	14	21	7	7	27	5	0	28
111	137	78	234	150	104	122	100	341
340	404	128	189	347	146	319	172	351
3050	5711	4769	5145	7227	4107	4810	6025	5625
104	57	36	32	56	87	81	29	77
1	0	7	0	0	0	2	0	0
4	20	8	17	83	0	56	1	0
0	3	4	1	3	9	5	1	5
10	35	16	30	0	15	14	0	5
2	2	2	0	0	4	1	0	1
60	110	163	95	146	87	156	156	263
212	325	76	13	76	68	109	81	19
61	81	49	27	55	98	125	53	66
67	46	35	56	22	11	19	31	26
448	55	152	126	126	98	84	23	260
0	3	3	8	6	3	6	1	7
8	4	2	7	0	3	8	0	0
11	6	17	2	4	18	8	0	0
177	327	108	178	435	217	385	137	247
34	102	48	46	109	73	89	71	35
21	31	15	3	47	37	27	8	16
119	180	158	90	275	172	149	186	72
1	3	7	7	10	0	12	5	3
0	21	0	0	13	18	0	0	0
2	7	25	42	20	8	25	18	10
0	10	6	0	5	5	13	0	13
0	1	5	13	2	3	2	7	3
44	73	81	71	289	171	84	99	18
0	0	0	1	0	0	0	0	1
21	42	23	65	67	62	45	70	33
0	0	0	1	0	1	0	0	0
25	62	31	35	63	13	61	52	17
71	77	23	58	127	37	72	52	18
279	852	828	824	1575	597	774	1079	619
68	490	136	129	215	142	255	276	90
133	345	158	284	165	181	346	110	209
75	77	55	58	101	91	54	64	40
36	152	137	430	159	90	59	79	78
8	2	2	7	3	1	4	0	1
0	13	9	103	13	1	6	25	1
8	7	12	9	36	10	25	86	15
0	0	0	20	4	2	0	0	0
105	128	103	203	173	94	159	131	166
255	226	104	310	444	100	73	318	116
20	7	4	4	10	11	2	6	7
51	75	37	39	64	37	54	60	85
17	86	55	35	63	31	40	39	30
56	158	65	637	8	27	33	5	0
79	207	56	441	473	220	168	54	49
14	31	30	9	44	35	17	34	41
60	24	40	69	96	15	26	8	51
5	0	18	9	2	0	23	1	0
12	41	6	37	45	15	15	34	29
38	114	66	219	10	14	26	41	55
104	138	92	128	42	62	181	40	19
45	117	132	284	165	140	67	277	372
0	47	5	0	1	1	4	781	56
592	550	352	477	445	283	337	328	302
4	28	37	96	66	3	335	0	3
0	3	0	0	2	2	6	0	1
0	6	6	0	8	5	15	11	5
7	11	3	8	18	13	5	9	4
5	89	48	27	105	102	44	86	124
214	401	102	144	470	376	495	217	251
97	46	17	55	91	119	217	17	60
1	1	0	0	1	1	2	2	4
0	4	1	0	16	3	116	12	3
12	26	28	33	24	41	38	13	35
0	12	0	5	8	3	11	11	0
62	160	147	157	172	83	113	120	90
644	1902	1068	494	1190	555	614	556	340
1	24	24	9	23	6	13	29	12
25	39	29	25	71	45	55	31	46
11	35	12	17	1	4	22	1	6
978	6506	1195	501	7457	5653	1746	690	1094
3	18	50	53	73	39	36	78	80
10	7	14	9	17	7	3	18	20
0	0	13	0	1	0	0	0	0
11	29	100	62	49	78	14	12	63
6	17	6	14	7	9	13	3	11
23	53	18	13	43	29	31	16	18
0	1	0	0	0	0	0	3	0
2	9	6	15	18	14	3	18	20
0	2	7	14	0	0	0	0	0
69	157	80	50	173	107	96	71	80
193	100	67	70	72	104	165	31	75
852	1027	391	1161	543	387	713	490	452
4	8	2	7	7	2	6	8	4
170	106	44	68	102	72	99	41	64
0	0	0	7	0	0	0	0	0
61	182	115	96	168	160	38	12	133
28	6	3	15	13	13	23	7	4
106	111	52	107	88	73	85	157	96
36	12	10	17	24	21	22	30	56
101	12	13	221	35	29	9	16	17
69	35	38	19	34	27	41	13	42
3	2	9	4	6	1	1	4	0
0	21	9	29	49	17	11	11	12
45	13	10	36	16	23	20	5	9
4	1	0	3	3	6	6	4	2
48	22	17	17	49	22	23	36	14
17	9	16	86	28	22	25	13	10
51	118	108	124	129	80	78	43	46
27	37	34	68	70	63	35	35	43
90	11	40	41	4	104	29	4	0
171	52	54	108	42	82	39	42	38
106	128	78	154	202	228	92	139	120
234	142	121	137	405	251	237	160	220
32	42	23	31	48	36	57	33	30
90	683	550	439	650	442	557	443	671
0	1	0	0	0	1	1	0	1
265	219	304	488	406	243	323	229	330
42	29	14	97	17	2	30	5	9
0	4	3	2	45	2	13	4	3
151	561	212	163	678	384	708	330	574
0	2	0	0	1	0	0	0	0
32	127	10	80	137	119	94	69	136
3	45	22	8	51	24	12	62	23
159	202	99	72	196	120	204	62	187
969	1191	732	894	1419	1123	777	870	1130
1	15	3	1	9	10	7	5	17
29	21	18	7	39	28	54	41	38
6	0	8	0	3	9	9	0	0
210	116	128	73	172	71	65	183	64
147	295	133	136	196	138	203	180	110
16	52	3	11	12	6	20	0	31
189	381	145	227	266	217	398	156	372
9	21	9	13	41	31	33	10	32
169	200	92	235	234	112	89	69	144
97	308	84	77	211	139	224	64	182
1	6	4	0	6	4	10	1	7
58	69	34	46	47	78	110	35	136
107	47	40	34	90	32	123	39	116
80	190	32	63	122	33	73	70	68
26	5	1	1	11	19	16	9	46
252	85	98	91	117	158	139	86	86
744	545	323	197	274	402	387	91	397
0	2	1	2	1	0	0	4	1
55	96	34	64	56	52	69	52	54
282	586	277	349	1568	527	518	421	537
53	78	19	24	37	34	48	35	47
0	0	0	0	2	0	0	0	0
714	526	408	215	631	694	692	320	646
1	6	1	0	0	8	7	0	2
91	76	175	147	194	94	87	166	127
187	495	257	247	678	234	279	195	329
39	76	191	234	346	37	17	23	92
0	0	0	0	0	0	1	0	2
2	1	15	0	3	3	9	1	1
470	405	246	334	585	711	638	165	449
459	236	107	194	281	137	315	115	115
285	333	173	125	155	199	319	160	203
0	0	2	0	0	0	0	0	0
6	21	4	8	11	24	20	2	8
20	23	17	22	20	30	22	30	26
1	0	3	5	4	3	0	0	0
3	13	0	5	11	20	18	8	5
500	493	274	418	549	362	500	351	443
184	649	378	602	2005	630	812	473	568
99	253	126	91	648	286	185	184	101
0	5	0	0	0	1	0	0	0
17	12	1	15	8	8	6	10	7
177	315	173	306	390	433	435	170	524
0	1	0	15	0	0	0	0	0
4	7	1	0	1	0	9	3	0
66	91	42	38	99	45	54	49	32
326	284	87	127	270	120	204	259	107
9	15	14	21	24	22	63	16	48
184	157	66	33	88	97	33	56	33
3	2	0	0	5	0	4	0	1
34	19	11	0	19	1	17	1	3
27	33	25	18	28	29	47	16	62
36	286	69	43	188	79	166	101	82
13	33	23	23	34	21	15	12	24
0	12	3	1	8	4	5	0	2
6	8	6	3	0	1	12	1	0
7	38	23	23	78	21	47	58	27
62	148	35	46	140	118	104	63	97
0	0	1	0	3	12	3	0	3
400	143	114	48	107	142	238	81	129
13	6	12	32	11	18	41	2	4
35	4	0	5	0	1	8	3	0
1	30	887	17	503	4	247	0	1401
0	4	0	0	1	0	7	0	0
12	9	6	1	6	9	17	7	6
0	19	9	17	24	14	9	13	9
44	42	42	77	43	17	42	36	50
157	779	200	211	406	101	185	270	235
558	553	415	481	561	554	684	430	1011
1451	1900	980	762	1400	743	1643	516	570
557	470	139	160	423	259	310	170	378
101	283	117	49	178	62	124	58	90
0	5	2	16	3	6	13	1	9
0	0	2	0	3	0	0	0	0
3262	5061	1324	1531	2996	2118	3400	2434	3555
680	1037	821	483	938	650	962	721	1113
37	66	66	51	70	67	138	53	78
0	6	0	1	3	0	3	6	1
42	130	51	52	167	80	194	77	112
0	1	0	2	4	0	1	0	3
0	2	5	0	5	3	0	0	4
16	43	13	37	60	45	66	19	21
20	7	8	19	8	8	32	8	13
9	66	11	13	32	5	16	38	31
1	0	1	0	10	0	2	0	0
0	1	0	0	3	0	1	6	1
0	3	0	0	17	4	0	0	0
388	144	200	116	218	125	219	204	180
43	32	27	31	65	28	30	30	32
0	3	1	21	9	18	36	6	17
0	3	0	0	0	1	10	0	6
8	22	13	7	72	44	29	14	34
1	4	2	17	11	4	4	1	10
38	62	47	34	72	58	73	39	93
51	134	46	60	281	120	118	104	97
117	216	81	71	169	112	115	55	95
50	56	36	73	109	35	43	31	48
19	15	18	19	18	26	40	19	31
1	2	0	1	0	0	0	2	0
19	136	162	105	207	250	483	46	239
71	78	11	4	105	23	56	29	46
0	0	0	4	0	0	1	0	0
1	13	26	60	39	7	7	19	21
0	1	0	0	1	19	0	5	0
36	63	12	18	82	56	44	27	24
602	1002	612	478	1158	481	1150	516	492
1	4	0	4	11	2	0	3	2
1	0	0	0	0	0	3	0	0
75	178	194	165	164	265	196	152	211
1	1	1	14	0	1	4	0	1
1	125	436	46	290	445	2036	78	1059
184	370	207	156	265	171	208	187	184
258	299	167	223	409	291	298	177	263
61	180	37	21	64	25	31	27	23
55	225	143	133	310	196	272	88	206
19	60	48	60	35	27	65	43	22
21	31	35	3	18	5	64	20	13
4	31	4	6	1	2	5	2	3
21	245	143	117	984	578	247	240	388
0	26	36	28	16	672	253	9	8
4	1	7	5	6	0	6	0	5
37	36	20	34	35	20	35	27	49
287	233	173	358	400	296	677	426	612
55	63	19	38	63	22	113	45	66
474	493	77	21	397	417	480	253	1263
0	2	0	0	0	0	0	0	0
0	1	0	0	1	1	0	0	0
0	1	0	1	3	1	0	0	0
64	83	57	178	114	50	64	118	106
94	221	89	140	184	160	171	219	320
41	30	141	150	89	108	94	118	56
4	13	15	9	19	24	4	14	20
0	0	0	0	3	0	0	0	0
0	0	1	0	0	0	2	0	0
4	6	0	2	5	6	3	0	0
5	35	25	42	111	80	32	68	114
1	3	0	5	5	1	3	2	0
17	113	22	63	61	43	61	72	141
11	16	13	19	16	3	34	8	13
7	57	46	148	279	54	126	248	207
126	50	24	18	75	70	66	56	61
0	0	0	0	0	27	0	0	12
24	8	2	0	15	10	6	9	8
94	180	119	106	195	146	193	108	154
25	6	18	24	34	34	14	0	12
178	288	146	180	217	148	240	127	239
110	119	56	59	126	85	103	65	92
285	252	184	121	224	162	258	172	192
85	66	26	27	88	64	71	67	83
24	8	29	17	31	13	50	32	1
33	0	7	0	10	7	0	16	3
55	63	81	87	75	50	52	75	43
2	0	9	0	2	8	19	9	10
21	73	51	67	90	59	82	94	59
146	181	81	70	164	120	168	76	149
10	9	10	1	8	6	11	5	14
44	55	30	74	46	17	28	60	42
317	266	159	128	293	126	316	107	68
0	7	99	0	60	5	26	2	0
99	68	71	69	123	82	162	40	56
199	286	170	152	420	193	215	132	138
0	2	2	1	0	0	9	6	0
0	2	2	0	0	0	13	6	4
20	36	35	30	30	22	52	48	39
11	10	7	13	26	8	34	1	2
0	0	1	0	2	2	0	0	0
0	3	36	75	8	8	37	0	8
32	28	25	4	35	12	30	18	21
107	156	58	42	149	80	95	59	151
0	2	0	2	0	0	1	1	1
0	0	0	1	0	0	2	0	0
11	5	2	4	5	1	9	6	2
438	407	135	175	179	122	307	108	239
0	0	0	0	0	0	0	0	5
0	3	0	0	1	0	5	0	0
5	21	6	0	11	0	4	4	14
72	213	102	94	191	189	232	71	222
57	68	39	19	58	38	53	35	66
0	0	0	2	2	0	0	1	0
1	9	8	4	7	4	7	9	7
8	17	7	10	21	9	15	1	5
4	0	2	0	1	0	0	2	3
89	215	292	307	277	279	316	330	279
0	16	3	22	12	0	41	3	7
1	6	5	2	4	0	9	5	5
3	5	4	4	29	12	11	3	4
67	81	46	45	61	43	41	48	84
500	482	278	291	422	335	455	232	328
0	2	8	0	0	7	0	0	3
1006	668	549	1530	1372	920	824	611	1558
0	0	0	19	0	1	5	0	1
75	84	84	153	96	44	327	28	89
78	203	97	84	219	100	182	118	285
32	92	44	32	109	71	68	48	48
24	18	8	7	15	9	5	8	6
0	2	3	0	0	0	0	0	1
1	13	9	11	0	8	7	3	7
1	1	0	0	2	2	10	0	1
26	49	77	59	19	31	23	34	29
2	3	1	3	1	1	1	0	0
52	119	29	66	94	66	58	74	36
43	345	113	101	252	68	87	126	105
0	2	1	0	4	0	1	0	0
1	5	3	2	1	2	1	5	0
1996	2594	1020	2016	4857	1984	1840	1052	2305
116	98	50	7	164	49	84	42	48
45	4	37	37	0	40	6	0	32
97	140	77	159	41	49	36	70	115
27	64	148	38	82	54	93	28	102
10	20	22	16	26	17	17	20	12
54	15	6	47	17	12	33	7	27
0	0	0	0	1	3	1	3	0
73	438	76	85	213	241	108	44	100
5	10	3	18	3	15	1	1	4
16	25	23	19	20	6	21	18	23
0	2	2	0	0	0	0	0	0
250	781	302	245	421	473	404	229	338
1	5	0	0	9	9	0	10	9
23	16	3	10	7	12	10	1	5
378	242	25	68	74	84	72	86	109
8	0	0	0	0	1	0	0	0
196	213	139	274	254	242	173	159	250
4	2	7	0	4	5	2	2	5
7	91	66	72	45	78	62	47	52
34	29	6	37	16	7	26	6	10
0	5	1	6	7	0	2	13	7
28	31	39	38	43	21	17	65	5
58	19	6	16	26	29	64	10	28
121	39	13	77	42	30	102	9	24
65	17	35	15	122	73	68	43	96
15	10	3	0	6	7	0	18	1
34	89	52	95	117	35	36	60	25
37	19	26	37	32	56	24	38	47
0	12	2	7	0	0	1	6	0
30	41	3	16	14	16	29	51	28
28	124	40	43	132	65	78	75	27
10	5	16	15	14	7	28	1	6
80	25	34	65	40	55	91	5	46
2	15	19	3	6	7	4	15	15
39	21	24	32	14	22	12	27	52
129	61	15	37	34	47	44	21	53
19	22	33	108	31	24	56	32	76
0	0	6	7	0	1	1	0	2
3	30	3	18	25	9	8	35	17
24	69	402	318	249	163	208	24	644
0	34	149	116	43	19	69	36	26
0	0	0	0	0	0	2	0	0
18	4	4	3	4	4	3	9	9
1	14	11	8	17	13	20	26	30
0	13	6	0	13	1	3	5	0
4	8	4	15	21	21	13	16	20
116	120	21	58	101	60	110	0	56
23	45	14	17	72	16	20	33	22
0	28	3	5	7	2	10	0	0
7	13	10	0	7	6	11	2	9
14	21	23	7	21	17	25	27	45
6	8	2	1	6	0	11	0	4
19	41	21	14	55	45	37	50	22
2794	1795	774	913	1703	751	1015	1046	904
9	7	2	0	0	3	5	0	7
1	63	39	10	131	128	46	56	64
175	52	63	150	61	68	64	63	75
0	0	0	0	0	0	2	0	0
0	2	1	0	0	0	0	0	0
298	315	127	173	407	624	323	385	422
93	396	123	90	197	85	99	107	108
1	1	0	0	3	0	0	0	0
2944	6674	8560	1447	23587	35338	13741	5296	8845
4	3	6	21	2	8	8	0	0
38	108	34	21	74	88	34	38	23
43	60	39	53	73	49	49	62	35
86	96	37	43	61	41	68	45	47
18	15	7	11	46	166	138	12	43
10	29	20	14	24	46	12	6	11
971	684	263	187	473	309	455	178	251
40	20	11	16	24	19	25	11	44
17	3	2	5	3	4	5	1	8
1	37	11	4	196	7	85	39	24
55	63	29	26	23	45	28	5	19
320	1849	770	650	1787	743	1157	912	841
0	2	0	0	0	0	0	1	0
32	9	3	5	11	18	2	1	3
4	28	6	7	9	5	9	7	17
0	8	1	1	1	15	12	11	0
17	40	10	74	23	29	59	26	28
10	7	5	4	0	0	26	5	1
0	15	8	10	4	2	5	12	8
133	696	190	198	457	215	289	362	211
87	112	44	81	152	40	58	105	32
436	510	228	301	201	463	350	353	392
15	3	8	5	6	13	7	6	8
139	265	180	105	172	136	154	168	103
2753	4413	633	1393	1785	1155	1653	131	788
35	29	3	16	11	7	12	9	33
3	9	0	15	4	5	15	9	3
171	145	62	95	107	64	115	42	143
20	16	9	0	13	5	12	3	4
2	2	3	2	2	0	0	1	4
3	1	13	17	21	4	8	6	8
1	41	15	42	20	16	16	36	21
19	22	3	2	10	15	15	3	6
0	1	0	0	2	0	0	0	0
1	8	7	5	7	1	8	8	0
168	497	213	214	714	303	289	386	549
19	17	6	0	6	29	12	28	3
2	52	14	33	22	22	14	24	45
65	125	560	253	11	6	547	20	28
212	91	43	70	62	40	45	47	92
0	0	1	24	2	0	29	0	2
17	15	10	42	12	20	5	33	15
25	15	19	24	23	21	4	13	47
414	42	111	682	169	184	549	347	354
13	126	35	38	6	4	32	14	28
62	1	72	3293	360	18	1167	519	362
8	9	9	6	8	10	19	4	13
19	47	30	31	70	72	43	162	77
15	63	51	40	76	49	31	53	51
0	2	0	0	0	0	2	11	0
31	74	59	0	76	122	67	14	74
327	1016	414	463	933	458	411	420	458
45	14	5	18	20	29	18	16	18
34	66	31	56	71	52	43	49	66
74	29	25	39	51	30	49	25	55
54	155	37	34	119	72	97	87	90
1	1	1	0	0	1	1	2	0
14	41	21	36	22	15	75	38	17
58	300	114	87	245	74	85	91	74
126	198	96	144	212	47	138	123	176
221	1192	1039	699	147	103	2028	75	136
34	57	19	14	35	14	14	16	17
4	0	0	0	0	0	0	0	0
11	35	0	0	20	24	0	0	0
13	62	23	52	52	42	21	15	19
219	815	215	236	314	397	299	103	274
45	106	53	113	59	56	52	48	45
2	11	0	0	14	9	9	3	2
239	859	144	128	493	382	323	186	231
58	60	19	22	46	48	18	12	66
11	2	40	144	67	23	20	2	17
53	84	152	358	169	137	63	247	65
0	1	2	2	2	0	0	3	2
5	18	30	6	16	15	4	9	4
2	13	2	15	2	0	0	0	0
117	34	38	5	118	175	36	123	95
0	4	1	0	0	3	3	0	0
44	86	59	112	100	83	64	33	97
112	122	153	169	158	111	120	173	169
12	0	13	10	4	21	6	0	3
173	237	362	264	220	419	247	270	205
21	68	33	41	48	20	32	34	25
3	18	9	12	18	21	21	16	6
34	20	18	27	29	15	38	13	22
114	419	1157	457	1263	606	232	673	2506
0	33	26	14	52	27	17	20	24
0	11	31	23	29	9	20	36	20
32	64	80	15	120	35	58	68	86
11	36	24	59	184	77	59	80	180
0	0	0	1	0	0	0	0	1
18	12	14	35	12	60	33	10	23
9	26	4	14	22	30	12	9	17
0	0	0	1	1	0	0	1	0
9	27	29	61	46	12	13	44	30
5	6	2	33	10	0	5	10	4
12	56	76	50	12	86	86	7	36
59	82	70	70	71	85	150	61	135
1	0	0	0	4	4	2	0	1
23	25	34	63	29	45	24	40	31
0	8	1	0	4	0	1	27	0
37	143	29	97	142	48	68	57	19
5	62	36	99	84	106	62	23	157
14	25	23	17	19	21	30	19	12
14	39	20	41	38	54	38	64	13
21	204	151	171	234	118	28	261	159
37	166	113	105	144	340	227	90	48
7	0	0	0	4	3	6	6	5
332	97	48	34	98	206	100	75	120
180	132	125	140	148	120	143	126	53
0	4	0	1	0	0	1	0	0
0	6	0	6	0	2	0	0	0
0	9	6	7	12	9	4	5	7
0	6	1	0	0	0	0	0	0
54	86	93	102	67	78	67	45	79
87	166	83	65	102	116	206	48	50
51	27	30	28	22	23	34	3	0
0	0	2	0	0	2	0	0	0
25	67	39	75	175	33	123	53	64
197	589	355	420	646	361	372	448	344
0	0	0	29	0	8	0	11	0
2	7	2	7	3	0	14	4	2
120	123	133	358	411	67	135	298	30
35	92	56	135	137	85	61	193	113
0	5	3	20	15	14	18	6	16
12	43	21	10	17	63	42	9	25
3852	8665	7490	11861	18718	8686	10311	11785	14211
31	0	1	0	0	0	3	4	0
26	67	32	28	12	0	691	6	5
155	377	266	401	188	184	236	240	579
58	146	50	105	102	69	47	20	8
586	1559	623	625	1212	1003	1221	661	464
9	22	29	39	30	32	86	39	55
16	123	58	56	113	55	77	59	27
9	94	16	23	104	62	63	46	26
289	146	31	77	112	111	121	94	59
26	75	19	37	95	56	56	58	31
0	30	20	15	26	24	10	0	14
3	6	8	0	30	3	0	0	33
0	0	0	0	4	0	0	0	0
38	44	42	35	45	34	41	48	32
9	10	6	21	8	0	2	12	3
51	63	46	43	63	38	61	30	67
338	670	365	480	2165	513	760	722	475
9	25	43	128	9	24	3	43	34
9	100	92	93	15	5	135	76	17
37	11	7	13	23	3	12	12	13
208	398	227	297	225	198	441	225	106
113	192	474	390	148	152	271	147	142
2	2	6	1	1	4	7	0	0
296	343	154	218	338	190	187	155	114
68	200	106	112	347	70	215	131	157
430	598	425	977	476	354	688	408	410
51	47	43	44	38	36	22	62	14
98	157	146	245	155	143	157	152	75
80	144	108	139	119	195	235	49	48
63	377	98	82	84	138	77	42	56
9	4	8	4	5	13	7	1	8
21	49	28	54	53	13	21	1	111
78	79	69	78	116	122	175	106	71
0	3	10	13	18	3	6	8	1
0	39	94	151	118	82	81	95	148
29	53	46	49	68	38	48	25	46
2	39	58	53	34	26	22	35	82
0	1	0	0	0	0	2	0	0
0	9	4	1	1	0	2	0	0
245	811	1744	1466	138	143	872	306	305
4	15	17	9	21	22	40	22	18
0	1	0	0	0	0	5	0	0
0	1	0	0	0	0	2	0	0
1	2	2	0	1	1	2	0	0
79	56	41	104	42	21	42	24	31
0	5	9	23	1	2	14	2	7
14	62	46	8	68	14	56	35	24
3	20	2	1	2	0	0	0	0
826	2249	1384	1964	2842	1612	2158	1119	1465
0	5	0	0	0	0	1	0	0
652	1368	643	941	1251	650	1639	595	644
51	134	117	63	187	117	120	78	87
7	17	36	12	84	66	39	83	20
5	6	2	7	6	12	17	4	0
21	29	8	14	30	26	24	5	15
113	73	87	95	82	75	88	34	50
18	77	50	51	102	47	84	38	39
2	29	9	12	26	9	29	24	12
0	3	1	5	0	3	9	6	3
264	1417	765	880	1680	593	874	835	732
131	223	78	89	241	93	179	111	130
30	55	37	73	63	38	75	53	39
94	223	118	185	126	101	119	152	83
107	133	86	131	244	102	127	121	131
15	139	4	5	20	41	15	23	38
20	42	23	29	41	63	83	29	12
67	88	40	53	91	26	75	47	67
4	3	0	1	5	2	3	1	4
0	13	16	12	55	24	28	39	57
15	3	3	10	55	3	29	1	5
0	2	0	0	6	0	0	0	9
9	80	26	21	17	19	35	27	15
0	0	0	0	0	0	1	2	0
36	55	48	122	81	42	72	121	48
78	354	231	138	219	86	203	211	51
1765	4334	2599	2668	3272	1977	3767	3624	1900
10	30	35	8	19	30	31	26	21
7	16	17	14	49	23	17	44	5
160	423	416	405	679	417	487	455	169
10	7	22	28	22	1	17	15	28
5	7	3	1	25	3	19	16	8
152	71	36	16	86	66	87	36	70
942	1179	880	648	1462	458	1200	395	612
1211	2424	1068	1869	1000	1050	1708	624	693
0	0	0	3	0	0	1	0	0
58	132	29	17	123	47	93	37	29
4	3	8	73	9	9	14	8	13
76	71	79	70	123	81	93	39	67
170	289	188	165	255	65	271	267	120
0	0	0	1	0	0	4	0	0
0	10	12	0	24	16	17	0	26
28	50	7	52	31	50	40	36	9
2406	3722	3734	4438	7712	3465	3886	4371	5736
101	103	49	57	162	106	117	86	106
1282	4345	1750	1215	3332	1280	3317	1210	809
1	9	0	2	3	5	5	7	2
0	12	0	0	0	0	2	0	0
5	12	17	15	25	30	15	4	19
4	7	0	16	0	2	1	0	0
296	389	166	234	322	284	296	222	311
100	293	87	63	197	208	230	102	98
108	343	189	171	559	565	478	193	436
0	1	3	1	7	1	39	1	0
24	10	19	9	11	27	5	30	6
27	51	22	17	21	241	25	2	66
0	0	0	3	0	0	6	7	0
3	15	60	2	58	19	20	43	62
5	70	86	4	33	37	63	17	46
12	16	8	2	24	5	12	10	25
0	22	8	4	16	20	1	10	10
0	18	13	9	19	0	25	10	11
138	101	163	111	123	160	57	88	152
0	2	2	0	14	8	1	4	37
2	39	23	4	19	22	16	18	12
773	679	427	840	950	753	820	469	666
64	123	93	134	128	112	162	61	144
514	297	304	229	405	203	333	211	239
0	4	2	3	2	0	0	0	3
85	158	134	106	201	162	175	118	68
0	11	2	0	2	1	8	0	3
0	0	1	0	5	0	0	0	0
282	228	157	261	265	223	290	109	239
12	15	17	1	28	14	12	10	14
14	27	20	33	28	56	79	15	40
28	14	16	7	35	39	19	7	27
14	65	63	44	20	33	69	9	31
0	22	32	8	30	54	19	8	4
19	92	38	92	122	96	82	91	51
1819	4540	4878	3890	6247	3720	3595	3548	3605
80	50	56	140	77	34	67	17	56
31	35	14	29	24	13	21	7	4
120	236	87	133	297	194	346	113	108
116	189	71	72	121	104	128	128	40
8	3	0	2	2	2	12	0	1
20	54	12	19	62	35	18	19	4
350	660	387	815	950	1132	1265	676	753
36	132	61	81	258	155	104	130	24
256	992	124	113	520	164	210	322	73
54	61	37	21	71	52	38	56	16
37	88	111	93	103	74	191	100	181
40	115	80	110	243	104	120	157	79
